ASFIndex,DATE,TIME,E,N,KP,DEPTH,ALT,GYRO,PITCH,ROLL,CP,FG,DCC
14:28.9,3/5/2019,12:39:06,249044.21,947934.89,64.543,118.8,21,318.3,1.3,0,-1055,-3,2.356
14:29.9,3/5/2019,12:39:07,249044.18,947934.96,64.543,120.1,24,318.5,0.3,-0.9,-1056,-3,2.375
14:30.9,3/5/2019,12:39:08,249044.73,947936.24,64.543,119,37,319.4,-2,-2.4,-1056,-3,3.601
14:31.9,3/5/2019,12:39:09,249044.71,947936.3,64.543,119.5,0.7,322,-4.9,-2,-1056,-3,3.622
14:32.9,3/5/2019,12:39:10,249044.47,947935.6,64.543,118.9,0.9,323.7,-6.3,-0.9,-1056,-3,2.998
14:33.9,3/5/2019,12:39:11,249044.39,947935.62,64.543,120,0.9,323,-6,-1.8,-1055,-3,2.949
14:34.9,3/5/2019,12:39:12,249043.88,947934.25,64.542,118.7,1,321.9,-5.2,-2.3,-1055,-3,1.708
14:35.9,3/5/2019,12:39:13,249043.81,947934.3,64.542,118.9,1.1,319.9,-4.5,-1.3,-1056,-3,1.682
14:36.9,3/5/2019,12:39:14,249044.7,947934.83,64.542,118.7,1,317.7,-4.4,-1.2,-1056,-3,2.705
14:37.9,3/5/2019,12:39:15,249044.62,947934.87,64.542,118.4,0.9,317.3,-4.7,-1.8,-1056,-3,2.675
14:38.9,3/5/2019,12:39:16,249045.37,947935.53,64.542,119.6,1,319.4,-4.8,-2.3,-1056,-3,3.666
14:39.9,3/5/2019,12:39:17,249044.68,947935.17,64.542,118.7,1,321,-5,-2.2,-1056,-3,2.901
14:40.9,3/5/2019,12:39:18,249044.65,947935.21,64.542,118.3,1,322.5,-5.3,-1.5,-1055,-3,2.902
14:41.9,3/5/2019,12:39:19,249044.69,947934.62,64.542,118.6,1,322.4,-5.4,-2,-1055,-3,2.574
14:42.9,3/5/2019,12:39:20,249044.63,947934.68,64.542,118.7,50,320.7,-5,-2.7,-1055,-3,2.555
14:43.9,3/5/2019,12:39:21,249045.06,947935.45,64.542,119.4,0.8,319,-5,-1.5,-1055,-3,3.373
14:44.9,3/5/2019,12:39:22,249044.96,947935.52,64.543,118.8,0.7,318.1,-5.1,-0.8,-1055,-3,3.337
14:45.9,3/5/2019,12:39:23,249045.2,947936.41,64.543,119,23.9,317.4,-4,-2.1,-1055,-3,4.069
14:46.9,3/5/2019,12:39:24,249045.12,947936.43,64.543,119.2,0.8,317.4,-2.6,-3.1,-1055,-3,4.023
14:47.9,3/5/2019,12:39:25,249045.03,947935.71,64.543,118.9,33.1,317,-0.1,-4,-1056,-3,3.512
14:48.9,3/5/2019,12:39:26,249044.98,947935.79,64.543,118.7,39.9,316.3,1.7,-4.1,-1055,-3,3.521
14:49.9,3/5/2019,12:39:27,249044.91,947935.32,64.542,118.4,33.5,316.4,1.6,-3.6,-1055,-3,3.174
14:50.9,3/5/2019,12:39:28,249045.46,947936.54,64.543,118.4,35.2,316.5,1.6,-2.7,-1055,-6,4.363
14:51.9,3/5/2019,12:39:29,249045.36,947936.62,64.543,118.4,32.6,316.5,1.7,-2.6,-1055,-6,4.328
14:52.9,3/5/2019,12:39:30,249045.26,947936.64,64.543,118.6,37.9,316.6,1.7,-2.9,-1055,-6,4.258
14:53.9,3/5/2019,12:39:31,249045.19,947936.64,64.543,118.3,32.3,316.1,2.6,-3.3,-1055,-6,4.202
14:54.9,3/5/2019,12:39:32,249044.86,947935.54,64.543,119,35.5,316,2.6,-2.9,-1055,-6,3.27
14:55.9,3/5/2019,12:39:33,249044.83,947935.62,64.543,119,23.4,316,2.3,-3,-1055,-6,3.29
14:56.9,3/5/2019,12:39:34,249044.89,947935.47,64.543,118.9,20.5,315.8,2.5,-3.1,-1055,-6,3.251
14:57.9,3/5/2019,12:39:35,249044.86,947935.58,64.543,118.2,22.3,315.8,2.3,-3.1,-1055,-6,3.298
14:58.9,3/5/2019,12:39:36,249045.65,947936.71,64.543,118.7,21.3,315.8,2.1,-3.2,-1055,-6,4.612
14:59.9,3/5/2019,12:39:37,249045.58,947936.75,64.543,118.8,21.9,315.8,2,-3.5,-1055,-6,4.58
15:00.9,3/5/2019,12:39:38,249045.05,947936.8,64.543,118.6,16.9,315.5,1.2,-3.1,-1055,-6,4.193
15:01.9,3/5/2019,12:39:39,249044.74,947935.46,64.543,119.1,20.3,314.8,0.8,-3.1,-1055,-6,3.128
15:02.9,3/5/2019,12:39:40,249044.69,947935.52,64.543,119,29.1,313.8,0,-2.9,-1055,-6,3.123
15:03.9,3/5/2019,12:39:41,249044.65,947935.56,64.543,119,20,312,-1.7,-2.4,-1055,-6,3.121
15:04.9,3/5/2019,12:39:42,249044.58,947935.64,64.543,119.5,0.7,310.5,-3.3,-1.9,-1055,-6,3.113
15:05.9,3/5/2019,12:39:43,249044.85,947936.57,64.543,119.1,0.7,310.4,-5.8,-1,-1055,-3,3.893
15:06.9,3/5/2019,12:39:44,249044.81,947936.6,64.543,119.1,0.8,310.2,-6.3,-0.9,-1055,-3,3.881
15:07.9,3/5/2019,12:39:45,249044.86,947936.27,64.543,118.7,0.8,311.2,-6.5,-0.6,-1055,-3,3.713
15:08.9,3/5/2019,12:39:46,249044.84,947936.34,64.543,119,0.8,312.6,-6.1,-0.8,-1055,-3,3.749
15:09.9,3/5/2019,12:39:47,249044.09,947935.64,64.543,118.9,50,313.8,-5.9,-0.9,-1055,-3,2.727
15:10.9,3/5/2019,12:39:48,249044.07,947935.7,64.543,119.6,0.8,314.1,-5.8,-0.8,-1055,-3,2.741
15:11.9,3/5/2019,12:39:49,249044.08,947936.22,64.544,118.9,0.8,313.2,-6.3,-0.7,-1055,-3,3.074
15:12.9,3/5/2019,12:39:50,249044.45,947937,64.544,118.8,0.8,312.2,-6.5,-0.5,-1055,-3,3.846
15:13.9,3/5/2019,12:39:51,249044.41,947937.03,64.544,118.4,0.9,311.6,-6.4,-0.7,-1055,-3,3.828
15:14.9,3/5/2019,12:39:52,249044.19,947937.08,64.544,119.6,0.9,312.6,-6.1,-1.2,-1055,-3,3.687
15:15.9,3/5/2019,12:39:53,249044.16,947937.09,64.544,119.2,0.9,313.6,-6.1,-0.7,-1055,-3,3.673
15:16.9,3/5/2019,12:39:54,249043.63,947936.38,64.544,118.3,0.9,313.7,-6.3,-0.4,-1055,-3,2.82
15:17.9,3/5/2019,12:39:55,249043.61,947936.41,64.544,118.7,0.8,313.5,-6.1,-1.6,-1055,-3,2.818
15:18.9,3/5/2019,12:39:56,249043.42,947936.26,64.544,120.8,0.8,314.4,-6,-1,-1055,-3,2.579
15:19.9,3/5/2019,12:39:57,249043.47,947936.33,64.544,119.7,0.8,314.8,-6.2,-0.9,-1055,-3,2.655
15:20.9,3/5/2019,12:39:58,249044.21,947937.09,64.544,118.9,0.7,315.5,-6.3,-1,-1055,-6,3.709
15:21.9,3/5/2019,12:39:59,249044.18,947937.1,64.544,119.5,34.4,314.6,-5.4,-2.3,-1055,-3,3.697
15:22.9,3/5/2019,12:40:00,249044.43,947936.97,64.544,118.8,0.9,313.3,-3.4,-2.1,-1055,-3,3.806
15:23.9,3/5/2019,12:40:01,249043.84,947936.58,64.544,118.6,19.5,310.9,0,-2.6,-1055,-6,3.105
15:24.9,3/5/2019,12:40:02,249043.83,947936.61,64.544,118.2,21.3,310.2,1.5,-5,-1055,-3,3.118
15:25.9,3/5/2019,12:40:03,249044.16,947936.26,64.544,118.4,19.4,309.5,1.5,-6.4,-1055,-3,3.162
15:26.9,3/5/2019,12:40:04,249044.17,947936.29,64.544,118.7,21.3,309.6,1.7,-4.7,-1055,-3,3.185
15:27.9,3/5/2019,12:40:05,249044.31,947936.54,64.544,118.4,20.9,309.8,1.6,-2.3,-1055,-6,3.453
15:28.9,3/5/2019,12:40:06,249044.31,947936.56,64.544,118.8,20.7,309.4,1.9,-2.1,-1055,-6,3.462
15:29.9,3/5/2019,12:40:07,249044.16,947936.6,64.544,118.5,20.2,309.2,2.5,-3.9,-1055,-6,3.37
15:30.9,3/5/2019,12:40:08,249044.17,947936.65,64.544,118.8,20.4,309.1,2.4,-4.8,-1055,-6,3.409
15:31.9,3/5/2019,12:40:09,249044.3,947936.25,64.544,118.5,20.7,309.1,2.2,-4.3,-1055,-6,3.266
15:32.9,3/5/2019,12:40:10,249044.23,947936.12,64.543,118.7,21.1,309.1,2.2,-3.7,-1055,-6,3.13
15:33.9,3/5/2019,12:40:11,249044.21,947936.15,64.543,119,22,309.1,2.1,-3.6,-1055,-6,3.129
15:34.9,3/5/2019,12:40:12,249044.02,947936.47,64.544,118.5,22.7,309.1,2.1,-4.3,-1055,-6,3.182
15:35.9,3/5/2019,12:40:13,249044.02,947936.51,64.544,118.6,20.6,309.5,1.1,-4.3,-1055,-3,3.199
15:36.9,3/5/2019,12:40:14,249044.1,947936.47,64.544,119.2,30.9,309.9,1.3,-3.7,-1055,-3,3.242
15:37.9,3/5/2019,12:40:15,249044.13,947936.56,64.544,119.6,50,311.4,-1.2,-2.4,-1055,-3,3.321
15:38.9,3/5/2019,12:40:16,249044.2,947936.52,64.544,119,0.7,312.7,-4.4,-1.9,-1055,-3,3.354
15:39.9,3/5/2019,12:40:17,249044.22,947936.58,64.544,119.5,0.7,314,-7.1,-1.1,-1055,-3,3.4
15:40.9,3/5/2019,12:40:18,249044.33,947937,64.544,118.8,0.8,314.6,-7.3,-1.4,-1055,-3,3.751
15:41.9,3/5/2019,12:40:19,249044.28,947937.01,64.544,118.7,0.7,314.6,-6,-2.1,-1055,-3,3.713
15:42.9,3/5/2019,12:40:20,249043.86,947936.89,64.544,120.1,0.7,314.3,-5.1,-2.3,-1055,-3,3.308
15:43.9,3/5/2019,12:40:21,249043.5,947936.62,64.544,119,0.7,314.1,-5,-0.8,-1056,0,2.856
15:44.9,3/5/2019,12:40:22,249043.5,947936.67,64.544,119,0.7,314.2,-5,-1.7,-1056,-3,2.892
15:45.9,3/5/2019,12:40:23,249043.85,947936.87,64.544,119.6,31.9,315.5,-4.6,-2.4,-1056,-3,3.289
15:46.9,3/5/2019,12:40:24,249043.83,947936.93,64.544,118.5,28.1,315.5,-3.4,-2.6,-1055,-3,3.305
15:47.9,3/5/2019,12:40:25,249044.38,947937.25,64.544,118.8,24.9,313.8,-0.3,-2.6,-1055,-3,3.939
15:48.9,3/5/2019,12:40:26,249044.3,947937.27,64.544,118.8,19.5,312.4,1.7,-3.2,-1050,40,3.888
15:49.9,3/5/2019,12:40:27,249044,947936.84,64.544,118.5,21,312.2,1.6,-4.4,-1054,18,3.388
15:50.9,3/5/2019,12:40:28,249043.94,947936.88,64.544,118.6,19.1,312,1.6,-4.3,-1055,12,3.366
15:51.9,3/5/2019,12:40:29,249043.65,947936.27,64.544,119,18,312,1.5,-3.3,-1055,6,2.766
15:52.9,3/5/2019,12:40:30,249043.61,947936.33,64.544,119.1,22.1,311.8,2.1,-2.9,-1055,6,2.77
15:53.9,3/5/2019,12:40:31,249044.02,947936.79,64.544,118.4,21.4,311.7,1.9,-3,-1055,3,3.374
15:54.9,3/5/2019,12:40:32,249044.16,947936.93,64.544,118.5,21.6,311.7,1.9,-3.1,-1055,3,3.574
15:55.9,3/5/2019,12:40:33,249044.08,947936.94,64.544,118.9,21.4,311.7,1.7,-3.1,-1055,3,3.515
15:56.9,3/5/2019,12:40:34,249043.74,947936.5,64.544,118.5,20.3,311.7,1.8,-3.2,-1055,3,2.976
15:57.9,3/5/2019,12:40:35,249043.72,947936.57,64.544,118.5,20.4,311.7,1.6,-3.4,-1055,3,3.004
15:58.9,3/5/2019,12:40:36,249044.12,947936.22,64.544,119.1,21.9,311.7,1.8,-3.2,-1055,3,3.11
15:59.9,3/5/2019,12:40:37,249044.03,947936.29,64.544,118.4,21.7,311.7,1.7,-2.9,-1055,3,3.075
16:00.9,3/5/2019,12:40:38,249044.03,947937.08,64.544,118.6,20.4,311.7,1.7,-2.4,-1055,0,3.562
16:01.9,3/5/2019,12:40:39,249043.93,947937.12,64.544,118.5,21.2,311.7,1.6,-2.7,0,-1067,3.513
16:02.9,3/5/2019,12:40:40,249043.95,947937.01,64.544,118.4,21.2,311.7,1.7,-3,-1067,0,3.452
16:03.9,3/5/2019,12:40:41,249043.89,947937.04,64.544,118.9,20.4,311.7,1.7,-3.1,-1067,0,3.425
16:04.9,3/5/2019,12:40:42,249044,947936.15,64.544,118.4,22.9,311.7,1.9,-3.1,-1067,0,2.966
16:05.9,3/5/2019,12:40:43,249044.12,947936.32,64.544,118.7,20.5,311.7,1.8,-2.9,-1067,0,3.166
16:06.9,3/5/2019,12:40:44,249044.05,947936.4,64.544,118.9,21.5,311.7,1.8,-2.9,-1067,0,3.159
16:07.9,3/5/2019,12:40:45,249044.19,947937.27,64.544,118.4,21.7,311.7,1.7,-2.4,-1067,-3,3.803
16:08.9,3/5/2019,12:40:46,249044.15,947937.28,64.544,118.9,20.2,311.8,1.4,-2.1,-1067,-3,3.778
16:09.9,3/5/2019,12:40:47,249044.5,947936.92,64.544,118.5,22.1,311.8,1.4,-2.2,-1067,-3,3.832
16:10.9,3/5/2019,12:40:48,249044.45,947936.96,64.544,119.3,21.1,311.8,1.5,-3.1,-1067,-3,3.814
16:11.9,3/5/2019,12:40:49,249044.22,947936.07,64.543,119,18.8,312.7,-0.5,-3.4,-1068,-3,3.089
16:12.9,3/5/2019,12:40:50,249044.2,947936.2,64.544,119.2,0.9,315.5,-3.2,-1.8,-1068,-3,3.151
16:13.9,3/5/2019,12:40:51,249043.44,947936.93,64.545,119,0.7,317.7,-5.5,-0.2,-1067,-3,3.003
16:14.9,3/5/2019,12:40:52,249043.91,947938.02,64.545,120.7,0.8,317.6,-6.8,-0.8,-1067,-3,4.041
16:15.9,3/5/2019,12:40:53,249043.89,947938.03,64.545,118.7,0.9,316.5,-6.9,-0.9,-1068,-3,4.034
16:16.9,3/5/2019,12:40:54,249044.19,947937.79,64.545,119,0.9,317.1,-6.1,0,-1068,-3,4.124
16:17.9,3/5/2019,12:40:55,249044.1,947937.8,64.545,118.8,0.9,317.5,-5.5,-0.8,-1068,-3,4.063
16:18.9,3/5/2019,12:40:56,249042.43,947937.77,64.546,119.9,1,317.7,-5.4,-1.6,-1068,-3,2.724
16:19.9,3/5/2019,12:40:57,249042.41,947937.8,64.546,118.9,1.1,317.9,-5.7,-1.3,-1067,-3,2.733
16:20.9,3/5/2019,12:40:58,249042.35,947938.1,64.546,119.6,1.1,317.8,-5.6,-1.3,-1067,-3,2.863
16:21.9,3/5/2019,12:40:59,249042.35,947938.16,64.546,118.8,1.1,317.7,-5.5,-1.5,-1067,-3,2.898
16:22.9,3/5/2019,12:41:00,249043.25,947939.26,64.547,118.7,1.1,317.5,-5.7,-1.1,-1067,-3,4.29
16:23.9,3/5/2019,12:41:01,249043.19,947939.28,64.547,118.9,1.1,317,-5.7,-1.9,-1067,-3,4.25
16:24.9,3/5/2019,12:41:02,249042.16,947939.39,64.547,118.5,1.1,316.7,-5.7,-1.7,-1067,-3,3.507
16:25.9,3/5/2019,12:41:03,249041.49,947938.88,64.547,118.4,1.1,316.3,-5.8,-1.5,-1067,-3,2.667
16:26.9,3/5/2019,12:41:04,249041.48,947938.91,64.547,118.6,1.2,316.1,-6,-1.8,-1067,-3,2.674
16:27.9,3/5/2019,12:41:05,249042.09,947939.93,64.548,118.7,1.1,316.2,-5.9,-2,-1067,-3,3.781
16:28.9,3/5/2019,12:41:06,249042.04,947940.01,64.548,119.4,1.1,316.7,-5.7,-1.7,-1067,-3,3.794
16:29.9,3/5/2019,12:41:07,249041.72,947940.95,64.549,118.9,1.1,316.6,-5.4,-1.9,-1067,-3,4.115
16:30.9,3/5/2019,12:41:08,249041.64,947940.97,64.549,118.3,1.1,316.5,-5.4,-1.6,-1067,-3,4.062
16:31.9,3/5/2019,12:41:09,249040.95,947940.42,64.549,118.4,1.1,316.3,-5.6,-1.4,-1067,-3,3.185
16:32.9,3/5/2019,12:41:10,249040.92,947940.49,64.549,118.4,1.1,316.1,-5.7,-1.2,-1067,-3,3.21
16:33.9,3/5/2019,12:41:11,249040.78,947940.34,64.549,118.2,1.1,316.1,-5.9,-1.1,-1067,-3,2.999
16:34.9,3/5/2019,12:41:12,249040.73,947940.45,64.549,117.9,1.1,316.4,-5.8,-1.2,-1067,-3,3.029
16:35.9,3/5/2019,12:41:13,249040.79,947941.7,64.55,118.3,1.1,316.4,-5.5,-1.5,-1067,-3,3.849
16:36.9,3/5/2019,12:41:14,249040.55,947941.96,64.55,118.5,1.1,316.2,-5.4,-1.5,-1067,-3,3.82
16:37.9,3/5/2019,12:41:15,249040.47,947942.05,64.55,118.2,1.1,316,-5.7,-1.8,-1068,-3,3.814
16:38.9,3/5/2019,12:41:16,249040,947941.91,64.551,118.5,1.1,315.7,-5.4,-2,-1068,-3,3.35
16:39.9,3/5/2019,12:41:17,249039.93,947942,64.551,118.3,1.1,315.5,-5.4,-1.5,-1067,-3,3.346
16:40.9,3/5/2019,12:41:18,249040,947942.44,64.551,118.1,1.2,315.4,-5.7,-1.7,-1067,-3,3.675
16:41.9,3/5/2019,12:41:19,249039.93,947942.55,64.551,118.5,1.1,315.3,-6,-2.1,-1067,-3,3.692
16:42.9,3/5/2019,12:41:20,249039.94,947943.18,64.552,118.2,1.2,315.3,-6.2,-1.8,-1067,-3,4.085
16:43.9,3/5/2019,12:41:21,249039.86,947943.29,64.552,118.1,1.1,315.4,-5.7,-2.4,-1067,-3,4.094
16:44.9,3/5/2019,12:41:22,249039.54,947943.63,64.552,118.2,1.2,315.8,-5.4,-1.7,-1067,-3,4.048
16:45.9,3/5/2019,12:41:23,249039.45,947943.74,64.552,118.3,1.2,315.8,-5.7,-1,-1067,-3,4.042
16:46.9,3/5/2019,12:41:24,249039.07,947943.51,64.552,118.1,1.2,315.5,-6.1,-1.6,-1067,-3,3.595
16:47.9,3/5/2019,12:41:25,249038.8,947943.84,64.553,118.1,1.2,315.4,-6.3,-1.4,-1067,-3,3.592
16:48.9,3/5/2019,12:41:26,249038.73,947943.98,64.553,117.9,1.2,315.5,-6.3,-0.7,-1067,-3,3.624
16:49.9,3/5/2019,12:41:27,249038.71,947944.36,64.553,117.9,1.3,315.7,-6.1,-1.1,-1067,-3,3.835
16:50.9,3/5/2019,12:41:28,249038.62,947944.46,64.553,118,1.2,315.7,-6,-1.3,-1067,-3,3.834
16:51.9,3/5/2019,12:41:29,249038.77,947944.54,64.553,118.4,1.2,315.7,-6,-1,-1068,-3,4
16:52.9,3/5/2019,12:41:30,249038.64,947944.65,64.554,118.1,50,315.7,-6.1,-1.3,-1068,-3,3.958
16:53.9,3/5/2019,12:41:31,249037.69,947944.78,64.554,118.1,50,315.4,-6,-1.5,-1067,-3,3.295
16:54.9,3/5/2019,12:41:32,249037.61,947944.89,64.554,118.2,1.1,315.2,-6,-0.9,-1068,-3,3.295
16:55.9,3/5/2019,12:41:33,249037.33,947944.82,64.555,118,1.1,315.8,-6.1,-0.6,-1068,-3,3.029
16:56.9,3/5/2019,12:41:34,249037.28,947944.93,64.555,118.5,1.1,316,-5.9,-0.9,-1068,-3,3.063
16:57.9,3/5/2019,12:41:35,249037.81,947945.6,64.555,118.5,1.1,315.8,-5.7,-0.4,-1067,-3,3.892
16:58.9,3/5/2019,12:41:36,249037.68,947946.7,64.556,118,1.1,315.4,-6,0,-1067,-3,4.461
16:59.9,3/5/2019,12:41:37,249037.52,947946.78,64.556,118.3,1.1,315.2,-5.9,-0.6,-1067,-3,4.389
17:00.9,3/5/2019,12:41:38,249036.49,947946.05,64.556,118.5,1.1,315.5,-5.7,-0.8,-1067,-3,3.131
17:01.9,3/5/2019,12:41:39,249036.38,947946.19,64.556,118.2,1.1,315.9,-5.2,-0.5,-1067,-3,3.129
17:02.9,3/5/2019,12:41:40,249036.2,947945.98,64.556,118.2,1.1,315.9,-5,-0.6,-1067,-3,2.858
17:03.9,3/5/2019,12:41:41,249036.12,947946.2,64.556,118,1,315.7,-5,-0.8,-1067,-3,2.928
17:04.9,3/5/2019,12:41:42,249036.63,947947.54,64.557,118.1,1,315.4,-5.1,-0.7,-1067,-3,4.153
17:05.9,3/5/2019,12:41:43,249036.47,947947.68,64.557,118.2,50,315.6,-5.3,-0.7,-1067,-3,4.11
17:06.9,3/5/2019,12:41:44,249036.49,947948.29,64.558,118.2,1,315.9,-5.1,-0.7,-1067,-3,4.507
17:07.9,3/5/2019,12:41:45,249035.44,947947.19,64.558,118.3,1.1,315.9,-5,-1.2,-1067,-3,3.004
17:08.9,3/5/2019,12:41:46,249035.26,947947.36,64.558,118.4,1.1,315.7,-5.2,-1.1,-1067,-3,2.959
17:09.9,3/5/2019,12:41:47,249034.56,947947.1,64.558,118.4,1,315.4,-5.4,-0.6,-1067,-3,2.253
17:10.9,3/5/2019,12:41:48,249034.43,947947.3,64.558,118.1,1,315.3,-5.4,-0.7,-1067,-3,2.273
17:11.9,3/5/2019,12:41:49,249035.03,947948.83,64.559,118.4,50,315.3,-5.1,-1.2,-1067,-3,3.683
17:12.9,3/5/2019,12:41:50,249034.93,947949.01,64.559,118.1,1.1,315.5,-5.1,-0.8,-1067,-3,3.718
17:13.9,3/5/2019,12:41:51,249035.93,947949.61,64.559,118.4,1.1,315.4,-5.1,-0.8,-1067,-3,4.875
17:14.9,3/5/2019,12:41:52,249035.74,947949.73,64.559,118.2,1.1,315.4,-5.2,-1.1,-1067,-3,4.803
17:15.9,3/5/2019,12:41:53,249034.54,947949.09,64.56,118.5,1,315.7,-5.4,-0.9,-1067,-3,3.462
17:16.9,3/5/2019,12:41:54,249034.39,947949.22,64.56,118.2,1.1,316,-5.2,-0.7,-1067,-3,3.419
17:17.9,3/5/2019,12:41:55,249033.39,947948.8,64.56,118.5,1.1,316,-5.2,-0.9,-1067,-3,2.367
17:18.9,3/5/2019,12:41:56,249034.38,947949.66,64.56,118.4,1.2,315.8,-5.2,-0.8,-1067,-3,3.683
17:19.9,3/5/2019,12:41:57,249034.28,947949.83,64.56,118.1,1.2,315.6,-5.4,-0.5,-1067,-3,3.706
17:20.9,3/5/2019,12:41:58,249034.48,947951,64.561,118.2,1.3,315.5,-5.4,-0.8,-1067,-3,4.585
17:21.9,3/5/2019,12:41:59,249034.32,947951.13,64.561,118.2,1.3,315.5,-5.5,-1.4,-1067,-3,4.538
17:22.9,3/5/2019,12:42:00,249033.23,947950.55,64.562,118,1.3,315.8,-5.3,-1.1,-1067,-3,3.327
17:23.9,3/5/2019,12:42:01,249033.08,947950.69,64.562,118.1,1.3,316,-5.1,-0.9,-1067,-3,3.291
17:24.9,3/5/2019,12:42:02,249032.62,947950.39,64.562,117.8,49.2,316,-4.8,-1.4,-1067,-3,2.742
17:25.9,3/5/2019,12:42:03,249032.49,947950.57,64.562,118.1,1.4,315.9,-4.9,-1.3,-1067,-3,2.747
17:26.9,3/5/2019,12:42:04,249032.84,947951.49,64.563,118.3,1.4,315.8,-4.9,-1.1,-1067,-3,3.595
17:27.9,3/5/2019,12:42:05,249032.7,947951.68,64.563,117.7,1.4,315.7,-4.9,-1.3,-1067,-3,3.6
17:28.9,3/5/2019,12:42:06,249032.73,947952.35,64.563,117.9,1.4,315.5,-4.7,-2.1,-1067,-3,4.029
17:29.9,3/5/2019,12:42:07,249032.22,947952.09,64.563,118.1,1.3,315.7,-4.6,-1.7,-1067,-3,3.474
17:30.9,3/5/2019,12:42:08,249032.06,947952.25,64.564,118.1,1.4,315.9,-4.7,-1,-1067,-3,3.445
17:31.9,3/5/2019,12:42:09,249031.77,947952.16,64.564,118.1,1.3,316,-4.7,-1.3,-1067,-3,3.16
17:32.9,3/5/2019,12:42:10,249031.61,947952.36,64.564,118.1,1.4,316,-4.8,-1.7,-1067,-3,3.157
17:33.9,3/5/2019,12:42:11,249031.45,947952.53,64.564,117.8,1.3,315.9,-4.6,-1.4,-1067,-3,3.136
17:34.9,3/5/2019,12:42:12,249031.31,947952.72,64.564,118.1,50,315.6,-4.7,-1,-1067,-3,3.142
17:35.9,3/5/2019,12:42:13,249031.18,947953.42,64.565,118.3,1.3,315.6,-4.9,-1.4,-1067,-3,3.473
17:36.9,3/5/2019,12:42:14,249031.04,947953.63,64.565,118.2,1.3,315.4,-4.8,-1.5,-1067,-3,3.491
17:37.9,3/5/2019,12:42:15,249031.03,947953.88,64.566,118.1,1.2,315.5,-4.8,-1,-1067,-3,3.639
17:38.9,3/5/2019,12:42:16,249030.85,947954.05,64.566,118,1.2,315.7,-5.1,-1.1,-1067,-3,3.593
17:39.9,3/5/2019,12:42:17,249030.39,947953.87,64.566,118.2,1.2,315.8,-5.2,-1.3,-1067,-3,3.125
17:40.9,3/5/2019,12:42:18,249030.03,947954.08,64.566,118.1,1.2,316,-5.3,-1.4,-1067,-3,2.97
17:41.9,3/5/2019,12:42:19,249029.89,947954.28,64.567,117.7,1.2,316,-5.1,-1.2,-1067,-3,2.977
17:42.9,3/5/2019,12:42:20,249029.97,947954.51,64.567,118.1,1.2,315.9,-5.2,-1.2,-1067,-3,3.187
17:43.9,3/5/2019,12:42:21,249029.84,947954.75,64.567,118.3,1.2,315.7,-5.4,-1.5,-1067,-3,3.235
17:44.9,3/5/2019,12:42:22,249030.17,947955.07,64.567,118.1,1.2,315.5,-5.5,-1.4,-1067,-3,3.69
17:45.9,3/5/2019,12:42:23,249030,947955.32,64.567,118.3,1.1,315.6,-5.4,-1.1,-1067,-3,3.707
17:46.9,3/5/2019,12:42:24,249029.55,947955.8,64.568,118.1,1.2,315.7,-5.5,-1.3,-1067,-3,3.649
17:47.9,3/5/2019,12:42:25,249029.38,947956.02,64.568,118.2,1.2,315.9,-5.4,-1.5,-1067,-3,3.644
17:48.9,3/5/2019,12:42:26,249028.85,947955.95,64.569,118,1.2,315.9,-5.1,-1.4,-1067,-3,3.187
17:49.9,3/5/2019,12:42:27,249028.69,947956.16,64.569,118.1,1.2,315.6,-5.1,-1.2,-1067,-3,3.191
17:50.9,3/5/2019,12:42:28,249028.9,947956.4,64.569,118.1,1.1,315.3,-5.5,-1.3,-1067,-3,3.499
17:51.9,3/5/2019,12:42:29,249029.08,947956.62,64.569,118.1,1.1,315.3,-5.5,-1.4,-1067,-3,3.781
17:52.9,3/5/2019,12:42:30,249028.9,947956.86,64.569,118.2,1.1,315.5,-5.4,-1.4,-1067,-3,3.79
17:53.9,3/5/2019,12:42:31,249028.56,947956.93,64.57,118.1,1.1,315.8,-5.2,-1.3,-1067,-3,3.566
17:54.9,3/5/2019,12:42:32,249028.38,947957.15,64.57,117.9,1.1,316.1,-5,-1.4,-1067,-3,3.555
17:55.9,3/5/2019,12:42:33,249027.93,947956.91,64.57,118.2,1.1,316.1,-5.1,-1.1,-1067,-3,3.05
17:56.9,3/5/2019,12:42:34,249027.78,947957.2,64.57,118.4,1.1,316,-5.1,-1,-1067,-3,3.108
17:57.9,3/5/2019,12:42:35,249027.66,947957.48,64.57,118.4,1.1,315.6,-5.3,-1.2,-1067,-3,3.192
17:58.9,3/5/2019,12:42:36,249027.51,947957.74,64.571,117.8,1.2,315.4,-5.5,-1,-1067,-3,3.23
17:59.9,3/5/2019,12:42:37,249028.11,947958.44,64.571,118.4,1.2,315.4,-5.6,-0.9,-1067,-3,4.13
18:00.9,3/5/2019,12:42:38,249027.91,947958.7,64.571,118.4,1.2,315.7,-5.6,-1.3,-1067,-3,4.136
18:01.9,3/5/2019,12:42:39,249027.49,947959.05,64.572,118.7,1.3,316.2,-5.5,-1.8,-1067,-3,4.019
18:02.9,3/5/2019,12:42:40,249026.73,947958.55,64.572,118,1.3,316.3,-5.2,-1.6,-1067,-3,3.11
18:03.9,3/5/2019,12:42:41,249026.55,947958.8,64.572,117.9,1.3,316,-5.2,-1.3,-1067,-3,3.126
